ccode,country name,1500,1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1518,1519,1520,1521,1522,1523,1524,1525,1526,1527,1528,1529,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542,1543,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1555,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580,1581,1582,1583,1584,1585,1586,1587,1588,1589,1590,1591,1592,1593,1594,1595,1596,1597,1598,1599,1600,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1629,1630,1631,1632,1633,1634,1635,1636,1637,1638,1639,1640,1641,1642,1643,1644,1645,1646,1647,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688,1689,1690,1691,1692,1693,1694,1695,1696,1697,1698,1699,1700,1701,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1715,1716,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
724,Spain,7.56,7.548788,7.537592,7.526413,7.5152508,7.504105,7.4929756,7.4818627,7.470766,7.459687,7.448623,7.437576,7.426545,7.415531,7.4045331,7.393551,7.382586,7.371637,7.3607041,7.349787,7.338887,7.7545,7.742999,7.731516,7.7200492,7.7085996,7.697167,7.6857513,7.6743526,7.662971,7.6516058,7.6402578,7.6289265,7.617612,7.6063144,7.595033,7.5837693,7.5725218,7.561291,7.5500768,7.5388793,7.5276984,7.5165341,7.5053863,7.494255,7.4831404,7.4720421,7.4609604,7.449895,7.4388461,7.4278135,7.4167973,7.4057975,7.394814,7.3838467,7.3728957,7.361961,7.3510425,7.34014,7.329254,7.318384,7.30753,7.296692,7.2858706,7.2750649,7.264275,7.2535016,7.242744,6.364162,9.2673048,9.253561,5.0159113,6.590095,4.4746184,7.359029,3.674058,6.551087,9.157919,8.09927,5.739344,8.335756,3.3813786,8.311049,6.742712,8.079255,7.912133,6.66112,7.579321,9.2670368,6.477305,5.851727,6.6118707,8.290965,6.132347,6.888659,6.267025,7.326124,6.0960484,8.0652848,8.9650202,9.2551724,9.7219777,9.5588602,10.3812682,10.0210534,10.1536508,10.3848693,9.8930603,11.3405329,10.7172207,11.0143682,10.8512291,11.0826878,10.3932767,11.4470837,12.0734639,11.6142384,12.3724038,12.0447429,12.3423519,12.5412793,14.089995,14.3220945,13.8956843,13.9631548,13.9318333,14.4275378,14.3303757,13.1129861,14.4984445,13.4455665,13.4141624,13.9101499,13.1865006,14.8694984,14.0138968,13.7187178,13.8852114,15.0083173,14.7131504,15.506682,15.4094846,15.2792639,15.3800435,14.8536905,15.21854,15.2202995,15.4201771,15.1907956,15.555852,15.7888682,15.262135,15.296938,16.025643,15.86226,15.798,15.70066,16.462808,15.836539,16.764204,15.8402,16.10662,16.83617,16.73888,16.04604,17.90084,17.73745,17.83879,18.271152,18.703613,19.06996,19.072163,18.975023,18.877859,19.376885,19.544759,19.64641,18.85346,18.955051,18.725248,19.45662,19.35942,19.593735,19.562843,20.427296,19.633697,20.63103,20.43438,20.403568,22.197667,21.6361,21.505851,21.408762,22.00876,21.64611,21.681816,22.414881,21.985729,22.55292,21.758282,24.6511628,26.801437,20.3243287,19.517271,19.7786666,19.8870102,20.2977334,20.40426987,18.398892,18.8098959,21.321083,23.2218688,18.536669,20.584183,20.538948,18.711741,18.9669788,19.8124203,17.4084172,20.608665,18.8008003,18.3198083,18.8644942,21.8872531,22.1303424,19.612044,22.323092,23.5757644,21.503492,23.184255,23.5643605,23.369206,24.31923,25.4077055,22.076066,23.875024,23.96436,22.4968,23.153253,22.257163,22.20825,20.19595,21.830865,23.737764,22.431655,23.355505,26.0784857,23.391376,26.102098,27.5605671,25.4375,23.507027,22.006492,22.9536255,23.7542977,23.077119,23.86572,23.985015,20.95826,23.82609,27.305537,25.854187,26.081439,29.354854,27.535375,27.368913,27.702604,27.163035,33.039657,27.203217,29.840077,28.206963,28.638082,27.388548,26.866341,27.649195,30.418161,30.351007,31.559871,32.061044,31.294072,31.446699,30.463852,34.669679,32.446186,34.140556,34.265768,37.79408,36.80118,39.834971,37.112776,39.998195,40.076147,35.06652,29.168292,29.933936,30.169099,26.884642,27.64711,26.867037,28.126154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.81862,49.35511,48.89434,48.4383,100.43872,155.77967,133.25949,199.98484,170.60239,159.05529,,119.16394,134.59926,130.230371,129.458889,148.63236,120.666049,196.638482,160.768534,164.12708,,142.35155,171.958004,189.675808,198.58891,386.682662,392.932025,444.83213,489.589728,540.51003,586.71314,589.9494,601.938049,596.76309,582.02625,577.919802,604.349164,677.675818,684.53853,661.54841,682.949975,683.22402,630.23191,660.456741,762.8768,784.751581,846.10846,850.01202,801.921421,900.06831,992.18354,985.11596,907.10575,978.030512,920.922282,990.38509,1057.30959,1028.52591,1115.140267,1219.30434,1163.95837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7153634,1.709825,0,1.698801,0,0,0,0,3.343105,1.6661556,16.6077599,1.655414,0,3.2894821,3.2788611,3.2682744,0,1.623602,0,0,4.823777,1.602734,1.5975592,4.777203,0,1.5821346,3.154052,1.5719343,1.5668589,1.5617999,3.1135144,9.3103845,0,0,6.1469946,1.5317868,3.0536821,1.5219112,1.5169973,4.5362977,1.507217,4.5070516,4.492499,7.463323,1.487845,1.4830413,1.4782529,0,0,0,0,2.9090835,1.449845,7.2258206,5.761992,0,0,0,4.265951,0,2.825632,0,2.807415,0,0,1.390154,1.385666,0,1.376732,0,1.3678564,2.72688,0,0,2.700552,1.345916,1.34157,1.337239,2.665842,0,1.3243276,0,5.2631579,3.9274629,11.7229734,6.4799209,30.9467731,8.9806258,26.8060168,30.4809615,24.0090763,26.4025319,41.2804718,37.3384596,28.4817985,44.3554005,40.4540842,31.7121884,35.1929193,32.6005922,32.4361963,38.2490423,83.247856,52.0633518,76.5239245,35.1406316,40.7906648,51.0211033,77.2994498,60.8389766,45.6846658,55.6815058,49.7475845,60.7459757,63.7974086,63.4756956,58.7236327,74.9635918,87.7477303,89.4878734,107.4954198,60.4988644,73.0924534,80.2101485,110.6638631,98.460008,87.4297911,86.9889065,90.7213412,91.3013737,91.8732494,98.5995048,98.1022943,83.373151,71.824918,64.417104,75.10812,56.79432,72.3698,55.236604,50.051091,52.728032,71.89256,76.36314,64.43709,52.62938,81.87822,65.36172,63.14713,74.081598,73.708024,88.189263,92.36268,76.274446,76.80415,87.33354,84.17773,95.460688,72.578526,73.10404,79.831538,69.720984,78.15034,64.65126,86.926002,80.433522,76.585857,77.055831,77.51912,68.65258,79.269139,71.31808,97.67221,88.043124,77.682262,91.26861,85.899804,80.582827,76.127153,78.966382,77.76646,68.599899,175.3968254,136.481821,92.535838,84.967669,68.96305013,79.3346535,84.9861066,70.01837576,81.704732,62.4166991,50.083741,46.0694359,49.487471,71.952482,84.659743,89.232552,62.0177357,58.0633011,64.8421411,109.077688,152.0786349,52.489806,58.4375824,73.302379,52.2426318,62.863496,69.280358,93.8477802,89.931793,68.713952,87.5348286,118.652996,63.559019,76.2062456,102.296563,64.358099,80.60704,79.489857,109.98924,114.359327,121.171695,165.15067,170.336232,165.024902,152.453171,153.967629,186.1887488,160.519943,137.532531,142.0378028,130.012236,188.883372,154.622286,129.4308258,127.5093196,148.443625,205.445212,151.753593,160.38066,183.3923,185.067825,176.802636,182.864507,132.792036,142.8188,276.941431,274.218859,229.011069,261.97517,517.671932,357.492986,547.304052,496.594312,228.104952,205.852108,180.311407,155.068351,155.643896,189.537841,164.669982,188.755962,171.504619,175.337639,152.56478,166.051404,157.904206,232.359821,209.28937,232.40482,231.017234,218.52642,180.864675,237.883214,217.363991,196.177268,205.3404,205.007684,215.326976,257.290948,270.231465,326.615109,338.63133,315.04976,275.43272,270.24478,273.07456,346.08031,376.67304,347.03633,467.97323,517.68642,354.2065,441.20459,434.51243,407.26577,623.80497,340.84726,375.82588,474.54333,378.9351,389.42868,337.95227,338.91213,384.55772,374.44609,326.30047,377.6901,422.94034,452.23828,388.7916,636.30042,249.05009,258.58516,250.93506,212.3864,169.44075,183.10322,172.42503,197.85923,198.83796,241.4345,188.8466,206.26959,211.42502,230.95823,210.25485,203.9039,211.81384,207.1006,190.11407,204.5061,227.1429,211.108,223.2545,226.1573,230.6207,231.88406,247.5543,200.75451,232.385,263.3368,242.79835,244.03856,238.6079,233.81117,256.10948,310.61155,291.04835,307.4145,316.37062,321.5658,323.69804,369.05607,333.6453,351.6204,385.8322,396.9587,418.66726,373.11446,334.13831,384.077,379.8687,401.8794,401.002,375,388.2933,373.1915,385.7385,413.8367,455.1565,491.6318,484.7726,490.7388,487.9568,498.6595,538.6029,517.9114,566.787,534.5512,512.4016,1217.1194,638.2855,636.9771,638.9635,603.5108,657.2565,736.9708,784.3943,812.3612,756.8311,884.1608,884.5182,994.0892,901.441,969.2525,944.8736,937.4019,983.5612,990.0121,866.8954,928.0123,775.5102,810.2495,855.261,866.46736,857.89909,876.31926,845.9135,892.73413,877.14706,935.084,854.03121,811.04275,849.21787,918.83639,953.05992,913.08516,918.41938,914.8801,914.32185,793.26621,886.36719,966.57338,964.71495,1025.15244,1058.7792,996.57687,909.59871,970.50705,1015.097052,1011.976048,858.274399,912.280702,892.065263,943.990018,1007.986781,774.29938,773.08528,939.398029,913.107709,966.57754,932.712766,942.078815,972.908995,984.988905,1002.45668,1059.42623,1136.50229,1207.532861,1256.2751,1602.38717,1489.627068,1470.327506,1450.780386,1525.79341,1650.67741,2263.196303,2113.7906,2148.50169,2279.840849,2367.99037,2298.918269,2344.86486,2399.44771,2395.226101,2427.664671,2424.01434,2397.95189,2425.320057,2345.578712,2483.000351,2380.410816,2399.97693,2498.22227,2663.819611,2664.21208,2673.1139,2713.995,2665.9135,2659.8555,2686.5419,2560.8501,2605.2044,2629.7659,2789.6728,2773.162,2657.2031,2728.0478,2668.1039,2504.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Switzerland,81.53846,25.633755,75.002196,22.311341,20.9374193,11.264768,87.7607747,37.7710914,23.899931,15.913802,36.8359463,31.035319,9.894825,32.228106,20.0055592,34.941355,65.533826,71.19477,107.6241493,115.893153,97.400819,144.7557,128.740565,132.367181,135.9602407,114.6550201,125.165751,110.9323641,111.8191626,149.356525,127.0833059,146.7291095,172.9054282,144.1357813,178.0664018,220.964644,158.0944769,166.5974334,224.6581435,221.0913614,209.7814102,210.169032,178.4534931,196.8611907,239.291003,197.7070938,165.3096031,114.3397697,146.3763509,194.3295238,244.3484271,244.5330955,188.1451466,210.6003891,240.1740503,262.2060696,340.8530868,315.3178437,227.682678,283.9765514,266.123162,298.101617,265.018043,254.496487,207.8601297,177.898283,246.597723,210.954931,188.239853,181.7163412,191.176838,154.0969472,207.587923,197.7088279,126.392403,198.240171,148.595478,186.602145,180.302982,153.255557,203.825697,196.4377889,163.174595,138.80159,119.991888,119.476095,110.465196,122.68155,91.6156463,74.445402,82.477551,92.5183342,116.962159,88.63281,76.963793,101.155506,69.181883,72.9365297,71.6143545,74.319467,95,59.8907067,53.8034513,43.7599925,57.5785526,65.4010729,65.2819413,76.0235312,56.1746475,86.5677959,93.2836392,58.808664,59.6798998,88.868496,55.5634855,66.1655194,61.1887456,51.3824795,57.0951722,87.9016355,83.8847478,68.3329684,64.365764,37.3983912,36.3730817,49.6830252,27.6573696,36.1746768,62.7152542,56.9100136,44.4983066,44.4172505,24.5264871,27.3066351,38.5356096,31.8981489,31.8400447,29.9125142,18.6612668,37.2545486,22.3120124,37.1189498,26.8622183,21.2657106,33.2248289,23.9520002,11.0346325,21.1111869,22.9051432,17.3761993,33.7762244,20.046578,25.467352,39.039334,16.31228,28.94678,18.96172,18.927183,24.290622,30.532473,36.7515,31.31609,49.12135,24.07019,38.26418,47.96517,45.21792,47.790583,22.968366,43.207687,35.20733,40.41468,30.694287,29.762993,25.33984,36.63223,38.306717,56.48639,34.697535,47.622206,65.68536,37.9591,31.862005,33.5231,31.746034,43.678339,67.53536,42.66604,41.736554,27.206876,23.76265,23.719367,27.904047,35.44955,23.589985,19.34219,33.577317,14.244366,19.23668,20.871352,23.3333333,22.405735,16.5273078,12.34355,9.01401284,11.424316,18.6898876,7.28279435,12.087138,16.0486646,13.584214,15.1187495,9.508679,11.836053,8.643408,20.344281,24.934213,16.2945235,15.453578,20.774927,12.25949,22.8902407,21.2747183,16.6458184,13.5622473,18.007237,23.161902,18.6006968,12.595483,5.902453,15.4290274,29.997136,26.957173,12.3338376,12.282164,23.022509,13.61235,19.262817,17.761217,29.713834,29.589347,44.198072,31.437787,26.436243,41.566559,27.594943,28.8532991,23.259576,40.874345,25.1002451,49.9901732,27.581219,34.16461,30.0189492,36.5361132,20.506806,25.032062,35.422847,51.6052,58.54443,82.266586,62.570291,50.745813,55.650498,55.417348,67.871422,51.164045,45.288615,66.395567,44.909932,48.448595,45.15295,47.427549,44.162041,31.761183,55.349206,52.088894,82.02803,77.480027,77.753526,75.755674,80.330565,74.103681,80.063198,96.204221,82.876182,68.675163,75.78307,92.37422,61.65824,73.535942,78.612033,73.862766,70.178604,73.84126,37.32054,49.110819,33.518118,44.544919,32.09358,31.913666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0303,,,,,,,,,,,,,,,442.4414,407.6745,442.3868,454.6392,420.2636,374.7743,343.6533,366.2881,387.3294,413.24435,447.05882,463.63174,482.55814,481.94584,499.50273,517.15626,502.20588,595.80692,477.19554,474.63768,469.79543,474.80806,506.9378,515.74427,428.43557,403.4548,590.03291,670.78861,776.77539,877.86434,895.05893,895.67943,842.17507,1023.78874,767.672414,751.384746,758.264898,673.935618,736.162362,745.58734,768.875502,773.63726,822.473664,874.975957,831.146606,919.80604,865.928882,903.282739,856.106409,843.893324,880.36345,810.04003,875.96899,855.348989,973.76046,1032.87059,964.798568,1075.545974,947.19846,1137.7709,1208.55782,1152.95107,1201.94591,1199.51337,1314.629246,1223.91852,1210.187613,1277.95903,1256.86944,1294.855923,1288.588723,1209.56652,1398.20768,1302.782531,1377.805751,1430.676477,1508.259011,1468.66955,1502.08034,1475.15015,1507.59259,1517.33235,1728.5812,1638.3197,1632.699,1500.4981,1479.5034,1524.9077,1400.5876,1484.5252,1352.317,1578.2967,1510.3259,1467.5157,1460.4156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00453,30.60694,40.13073,44.22278,36.84131,59.21966,101.92531,134.02678,153.57236,151.3125,136.18125,151.3125,148.0685,123.99043,128.28669,190.07402,244.73153,195.50186,79.30893,64.38474,62.59102,58.63348,64.05032,102.06205,160.38299,193.566073,226.790419,212.855176,203.540756,235.092131,294.243125,270.65727,245.00423,268.086772,264.137634,314.508757,349.90647,312.004116,305.306656,233.804847,277.218459,252.52736,245.29901,243.23808,248.978265,229.81924,244.34102,247.742761,224.155292,198.903533,255.30757,251.67671,220.610043,218.88984,196.75759,182.50386,150.02521,179.965627,180.40621,199.1171,183.70571,166.557234,180.87362,177.80062,183.779465,168.987624,149.269782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.631579,,215.171071,185.679241,,,233.462378,,115.166902,57.147405,40.536624,53.50247,49.231579,,70.690551,131.258255,,,,38.939789,68.15542,56.21329,56.908163,65.663254,55.952246,56.23928,57.22464,59.646901,76.78667,,82.145431,86.99487,93.832458,115.61188,137.21911,170.836228,141.970066,148.24626,,,206.021821,141.00475,137.24283,134.57545,,,,136.70407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.080129,23.814205,32.241172,,29.107668,24.455369,,,,,,23.945969,43.80444,53.46431,,,26.81985,,15.776637,,45.888357,,18.75888,8.192113,14.15473,13.85204,18.788382,26.69488,26.038091,,,,73.33272,,150.10315,37.095369,,,,136.62822,62.06734,64.399998,62.72092,79.04394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.13616,,144.09567,141.63141,137.58064,130.6324,129.25434,127.89101,126.54925,125.21515,125.2794,122.38108,119.55307,116.78905,114.083551,99.424102,90.358107,110.04837,186.986575,166.511698,134.605829,102.58309,,148.08139,,122.15987,150.086242,162.544885,177.847871,183.941256,170.32481,185.44724,170.24172,160.750439,162.1924,163.70987,178.786398,187.555245,194.242374,,,152.392912,161.1737,,114.818223,75.3863,103.625187,135.68125,141.16137,,131.086109,,,,,111.225686,110.407188,111.50807,99.96566,73.487992,101.30747,103.87541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.21582,107.7206,140.86778,154.88072,128.77526,129.55572,147.50621,86.61651,106.60875,194.33358,202.13814,115.50751,151.64747,161.25498,204.47951,231.75342,243.50231,204.65414,87.92446,76.20716,79.89698,81.76486,106.30567,148.48863,210.85593,234.744208,257.459045,265.753907,277.789086,200.367991,321.302998,405.11243,426.34046,420.858003,407.963888,409.781692,379.85386,385.547209,384.269249,308.751257,286.515214,290.62539,246.91065,218.6416,213.191906,158.75956,212.26147,207.859492,196.70555,229.032207,196.68219,201.67154,195.043881,212.10747,204.83311,203.983964,234.07613,237.895174,232.90207,210.25861,221.512217,223.732839,225.95484,216.08442,209.324475,185.034282,207.46423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.48402,199.07157,239.08154,242.74251,187.26673,219.34802,265.28632,257.82596,224.38016,170.32308,154.69289,168.32005,162.34367,133.84315,136.17309,152.70244,158.79746,135.01753,58.72165,51.56074,54.80676,56.91539,58.49105,76.57055,102.43721,107.927889,112.468156,102.25882,94.510945,84.350966,103.118963,122.459558,149.77399,142.857919,160.013029,162.286224,184.99657,201.825341,190.240826,171.705772,167.285816,160.2967,163.90198,148.79228,163.727171,170.99978,172.1791,169.3633,196.578452,158.909994,181.07137,163.41515,185.036521,170.46256,166.36791,181.238042,181.05108,168.207149,163.48048,175.62708,165.513166,164.140219,159.60443,158.81104,161.620403,164.053544,136.493452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.94035,21.83025,6.787023,5.99829,59.828628,56.26131,69.47316,,31.536903,,,93.05209,88.266225,153.867214,,146.86652,134.14529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
